"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"26MJDX6T","journalArticle","2024","Arnold, Sophie H.; Bailey, April H.; Ma, Wei Ji; Shahade, Jennifer; Cimpian, Andrei","00_Checking gender bias: Parents and mentors perceive less chess potential in girls","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001466","","Girls and women are underrepresented in chess. Here, we explored the role of gender bias in this phenomenon. Specifically, we investigated whether parents and mentors (e.g., coaches) show bias against the female youth players in their lives. Parents and mentors (N = 286; 90.6% men) recruited through the U.S. Chess Federation reported their evaluations of and investment in youth players (N = 654). We found evidence of bias on some, but not all, measures. Most strikingly, parents and mentors thought that female youth players’ highest potential chess ratings were on average lower than male players’, a bias that was exacerbated among parents and mentors who believed that success in chess requires brilliance. In addition, mentors who endorsed (vs. rejected) this belief also reported that female mentees were more likely to drop out of chess due to low ability. These findings provide the first large-scale evidence of bias against youth female players and hold implications for the role of parents and mentors in other domains that, like chess, are culturally associated with intellectual ability and exhibit substantial gender imbalances (e.g., science and technology). (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:48","","1-14","","1","153","","","Checking gender bias","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\BM7U54EW\Arnold 等 - 2024 - Checking gender bias Parents and mentors perceive less chess potential in girls.pdf","","","Human Sex Differences; Parents; Chess; Gender Bias; Mentor; Sexism; Sports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJ8XDSZJ","journalArticle","2024","Shiller, Douglas M.; Bobbitt, Sarah; Lametti, Daniel R.","00_Immediate cross-language transfer of novel articulatory plans in bilingual speech","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001456","","Current models of second language (L2) acquisition focus on interactions with a first language (L1) at the level of speech sound targets. In multilinguals, the degree of interaction between the articulatory plans that guide speech in each language remains unclear. Here, we directly address this question in bilingual speakers. We use a sensorimotor adaptation paradigm to drive the acquisition of novel articulatory plans for speech in one language and then measure the extent to which these new motor plans influence articulatory plans in the speaker’s other language. Twenty L1-French, L2-English bilinguals adapted their speech production to a real-time alteration of vowel sounds. In one session, the adaptation was acquired during French sentence production; in a second session, the adaptation was acquired during English sentence production. In each session, cross-language transfer of these novel articulatory plans for speech was assessed using a transfer task that involved the production of French and English words with heavily noise-masked auditory feedback. Sensorimotor adaptation that countered the vowel sound alteration was observed in both French and English. Regardless of the linguistic context in which the adaptation was acquired, the adaptation transferred to the production of words in both languages. The amount of transfer did not depend on whether the adaptation was acquired in the participant’s L1 or L2. In a second experiment, the result was replicated with 20 L1-English, L2-French speakers. The experiments support the idea that, in bilinguals, the interaction between L1 and L2 articulatory motor plans is rapid and bidirectional. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:45","","15-25","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\IZHV7TEH\Shiller 等 - 2024 - Immediate cross-language transfer of novel articulatory plans in bilingual speech.pdf","","","Auditory Stimulation; Native Language; Bilingualism; Oral Communication; Words (Phonetic Units); Adaptation; Sensory Adaptation; Sentences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRPLU7SZ","journalArticle","2024","Jiang, Yong; He, Sheng; Zhang, Jiedong","00_The adaptive flexibility of rhythmic attentional sampling in attending to multiple targets","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001468","","Recent behavioral and neural imaging studies revealed a rhythmic sampling in the theta-band (3–8 Hz) of attention. Such observation indicates that visual attention sequentially visits attended locations rapidly and periodically to cover multiple spatial locations, which is believed driven by a general sampling mechanism with a sampling rate invariant to the number of targets. However, a general sampling mechanism with a fixed rate would lead to the consequence that it would take longer time for attention to revisit the same item when attention needs to cover more items, which could impair perceptual continuity. It is unclear whether and how the attentional sampling mechanism can flexibly adapt to varying task demand to balance between covering more items and maintaining stable perception. Here with five behavioral experiments, we investigated how the sequential sampling mechanism adapts to the need of attending to from one to four locations. With state-of-the-art analysis methods, results show clear evidence of sequential sampling in attending to multiple locations, that both theta-band oscillations and phase-shift among different locations were observed in the behavioral performance. At each location, the oscillation period increased when the attended locations increased from one to three, maintaining a relatively stable attention-dwelling time at each location. Critically, oscillation period remained essentially the same from three to four, suggesting a flexible task-driven acceleration of attentional sampling to keep the revisiting duration within a reasonable range. Thus, our results reveal that the generally stable rhythmic attention mechanism could flexibly adjust its sampling rate to accommodate increased attentional demands. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:42","","26-37","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\LJPXMXRA\Jiang 等 - 2024 - The adaptive flexibility of rhythmic attentional sampling in attending to multiple targets.pdf","","","Visual Attention; Oscillatory Network; Sampling (Experimental); Theta Rhythm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SICAUNL4","journalArticle","2024","Saito, Joseph M.; Bae, Gi-Yeul; Fukuda, Keisuke","00_Judgments during perceptual comparisons predict distinct forms of memory updating","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001469","","Comparing a visual memory with new visual stimuli can bias memory content, especially when the new stimuli are perceived as similar. Perceptual comparisons of this kind may play a mechanistic role in memory updating and can explain how memories can become erroneous in daily life. To test this possibility, we investigated whether comparisons can produce other types of memory distortion beyond memory bias that are commonly implicated in erroneous memories (e.g., memory misattribution). We hypothesized that the type of memory distortion induced during a comparison depends on the perceived overlap between the memory and incoming stimulus—when the input is perceived as similar, it biases memory content; when perceived as the same, it replaces memory content. Participants completed a delayed estimation task in which they compared their memories of color (Experiment 1) and shape stimuli (Experiment 2) to probe stimuli before reporting memory content. We found systematic errors in participants’ memory reports following perceived similarity and sameness that were toward the probes and larger following perceived sameness. Simulations confirmed that these errors were not explained by noisy encoding processes that occurred before comparisons. Instead, computational modeling suggested that these errors were likely explained by the probabilistic replacement of the memory by the probe following perceived sameness and integration between the memory and the probe following perceived similarity. Together, these findings suggest that perceptual comparisons can prompt distinct forms of memory updating that have been described previously and may explain how memories become erroneous during their use in everyday behavior. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:38","","38-55","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\YUAGKIUC\Saito 等 - 2024 - Judgments during perceptual comparisons predict distinct forms of memory updating.pdf","","","Memory; Visual Memory; Cognitive Bias; Form and Shape Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MXHUPGH","journalArticle","2024","Gillies, Greer; Fukuda, Keisuke; Cant, Jonathan S.","00_Testing the flexibility of ensemble coding: Limitations in cross-modal ensemble perception","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001470","","Ensemble coding (the brain’s ability to rapidly extract summary statistics from groups of items) has been demonstrated across a range of low-level (e.g., average color) to high-level (e.g., average facial expression) visual features, and even on information that cannot be gleaned solely from retinal input (e.g., object lifelikeness). There is also evidence that ensemble coding can interact with other cognitive systems such as long-term memory (LTM), as observers are able to derive the average cost of items. We extended this line of research to examine if different sensory modalities can interact during ensemble coding. Participants made judgments about the average sweetness of groups of different visually presented foods. We found that, when viewed simultaneously, observers were limited in the number of items they could incorporate into their cross-modal ensemble percepts. We speculate that this capacity limit is caused by the cross-modal translation of visual percepts into taste representations stored in LTM. This was supported by findings that (a) participants could use similar stimuli to form capacity-unlimited ensemble representations of average screen size and (b) participants could extract the average sweetness of displays when items were viewed in sequence, with no capacity limitation (suggesting that spatial attention constrains the number of necessary visual cues an observer can integrate in a given moment to trigger cross-modal retrieval of taste). Together, the results of our study demonstrate that there are limits to the flexibility of ensemble coding, especially when multiple cognitive systems need to interact to compress sensory information into an ensemble representation. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:35","","56-69","","1","153","","","Testing the flexibility of ensemble coding","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\BVM2PI9C\Gillies 等 - 2024 - Testing the flexibility of ensemble coding Limitations in cross-modal ensemble perception.pdf","","","Cognitive Processes; Cognitive Flexibility; Perception; Taste Perception; Vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJHMT6WP","journalArticle","2024","Freis, Samantha M.; Alexander, Jordan D.; Anderson, Jacob E.; Corley, Robin P.; De La Vega, Alejandro I.; Gustavson, Daniel E.; Vrieze, Scott I.; Friedman, Naomi P.","00_Associations between executive functions assessed in different contexts in a genetically informative sample","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001471","","Executive functions (EFs) are cognitive functions that help direct goal-related behavior. EFs are usually measured via behavioral tasks assessed in highly controlled laboratory settings under the supervision of a research assistant. Online versions of EF tasks are an increasingly popular alternative to in-lab testing. However, researchers do not have the same control over the testing environment during online EF assessments. To assess the extent to which EFs assessed in-lab and online are related, we used data from the Colorado Online Twin Study (CoTwins; 887 individual twins aged 13.98–19.05) and constructed an Lab Common EF factor and an Online Common EF factor from four EF tasks assessed in-lab and online. The Lab Common and Online Common EF factors were genetically identical (rA = 1.00) but phenotypically separable (r = .77, 95% confidence interval [0.59, 0.94]) indicating that these EF factors have the same genetic underpinnings but may be differentially influenced by environmental factors. We examined phenotypic, genetic, and environmental correlations between the EF factors and a general cognitive ability factor (g) assessed in the lab and found similar relationships between Lab Common EF and g and Online Common EF and g. Overall, these results suggest that Common EF factors assessed in different contexts are highly related to each other and similarly related to other cognitive outcomes. These findings indicate that online task-based EF assessments could be a viable strategy for increasing sample sizes in large-scale studies, particularly genetically informed studies. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:32","","70-85","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\ERWW9J4N\Freis 等 - 2024 - Associations between executive functions assessed in different contexts in a genetically informative.pdf","","","Twins; Executive Function; Cognitive Ability; Cognitive Control; Environmental Effects; Computerized Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGHF2S62","journalArticle","2024","Ngiam, William X. Q.; Loetscher, Krystian B.; Awh, Edward","00_Object-based encoding constrains storage in visual working memory","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001479","","The fundamental unit of visual working memory (WM) has been debated for decades. WM could be object-based, such that capacity is set by the number of individuated objects, or feature-based, such that capacity is determined by the total number of feature values stored. The present work examined whether object- or feature-based models would best explain how multifeature objects (i.e., color/orientation or color/shape) are encoded into visual WM. If maximum capacity is limited by the number of individuated objects, then above-chance performance should be restricted to the same number of items as in a single-feature condition. By contrast, if the capacity is determined by independent storage resources for distinct features—without respect to the objects that contain those features—then successful storage of feature values could be distributed across a larger number of objects than when only a single feature is relevant. We conducted four experiments using a whole-report task in which subjects reported both features from every item in a six-item array. The crucial finding was that above-chance recall—for both single- and multifeatured objects—was restricted to the first three or four responses, while the later responses were best modeled as guesses. Thus, whole-report with multifeature objects reveals a distribution of recalled features that indicates an object-based limit on WM capacity. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:28","","86-101","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\LLJYU9UI\Ngiam 等 - 2024 - Object-based encoding constrains storage in visual working memory.pdf","","","Models; Short Term Memory; Visual Memory; Human Information Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X987Y6MR","journalArticle","2024","Zheng, Ze-Fan; Huang, Shu-Yue; Lu, Shena; Cai, Yong-Chun","00_Interaction between top-down decision-driven congruency effect and bottom-up input-driven congruency effect is correlated with conscious awareness","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001483","","In a conventional (Stroop) priming paradigm, it was well documented that objective prime-target incongruency delays response time (RT) to target compared to prime-target congruent condition. Recent evidence suggests that incongruency between the target and subjectively reported prime identity also delays RT over and above the classic congruency effect. When the prime is rendered invisible, the former effect is fundamentally a bottom-up (BU) stimulus-driven congruency effect and the latter a top-down (TD) guess-driven congruency effect. An influential theory of consciousness, global neuronal workspace theory, postulates that the long-lasting simultaneous and reciprocal interaction between TD decision network and BU input network is preserved during conscious processing and disabled during unconscious processing. Current study is focused on testing this theoretical postulation using two behavioral experiments. Our results showed that indeed TD-congruency and BU-congruency produced additive RT effects on prime-invisible trials, which implies that TD and BU prime representations are activated in independent neuronal populations. Meanwhile, an underadditive interaction effect was observed as prime visibility rose, which is a signature that TD and BU prime representations recruited overlapping neuronal populations during conscious perception. In addition, we suggest that current behavioral paradigm might be a financially friendly alternative to detect the presence of representational overlap in the brain between a wide range of mental representations, such as expectation, prediction, conscious/unconscious perception, and conscious/unconscious working memory. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:24","","102-121","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\WRH3DQVI\Zheng 等 - 2024 - Interaction between top-down decision-driven congruency effect and bottom-up input-driven congruency.pdf","","","Consciousness States; Awareness; Decision Theory; Priming; Reaction Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"956S9GWN","journalArticle","2024","Jensen, Sarah L.; Levine, Emma E.; White, Michael W.; Huppert, Elizabeth","00_Lying is sometimes ethical, but honesty is the best policy: The desire to avoid harmful lies leads to moral preferences for unconditional honesty","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001460","","People believe that some lies are ethical, while also claiming that “honesty is the best policy.” In this article, we introduce a theory to explain this apparent inconsistency. Even though people view prosocial lies as ethical, they believe it is more important—and more moral—to avoid harmful lies than to allow prosocial lies. Unconditional honesty (simply telling the truth, without finding out how honesty will affect others) is therefore seen as ethical because it prevents the most unethical actions (i.e., harmful lies) from occurring, even though it does not optimize every moral decision. We test this theory across five focal experiments and 10 supplemental studies. Consistent with our account, we find that communicators who tell the truth without finding out how honesty will affect others are viewed as more ethical, and are trusted more, than communicators who look for information about the social consequences of honesty before communicating. However, the moral preference for unconditional honesty attenuates when it is certain that looking for more information will not lead to harmful lies. Overall, this research provides a holistic understanding of how people think about honesty and suggests that moral rules are not valued because people believe all rule violations are wrong, but rather, because they believe some violations must be avoided entirely. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:21","","122-144","","1","153","","","Lying is sometimes ethical, but honesty is the best policy","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\5AHEKP5D\Jensen 等 - 2024 - Lying is sometimes ethical, but honesty is the best policy The desire to avoid harmful lies leads t.pdf","","","Avoidance; Truth; Judgment; Morality; Preferences; Information; Honesty; Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXKCL9BZ","journalArticle","2024","Pazda, Adam D.; Thorstenson, Christopher A.; Fetterman, Adam K.","00_Colorfulness influences perceptions of valence and arousal","Journal of Experimental Psychology: General","","1939-2222","10.1037/xge0001484","","Research on color–emotion associations provides evidence that hue, chroma, and lightness relate to various emotional experiences. Most of this research has assessed these relationships via isolated color swatches while confounding color dimensions. We broadened the medium in which color–emotion associations were made by manipulating color in photographs varying in valence and/or arousal, and we solely focused on the chroma dimension. In Experiment 1, participants perceived neutral and positive-valence photographs to be happier and more arousing when displayed chromatically, relative to achromatically. In Experiment 2, participants increased the chroma content of photographs to make them appear maximally happy, and they decreased the chroma content of photographs to make them appear maximally sad. In Experiment 3, participants altered the chroma content of photographs to their preferred levels, with positive-valence photographs containing the most chroma, followed by neutral, then negative-valence photographs. In Experiment 4, participants increased the chroma content of photographs to make them appear maximally positive or arousing, and they decreased chroma to make photographs appear maximally negative or calming. This pattern was similar regardless of the initial valence/arousal content of the images. These results indicate that chroma may convey emotion-relevant information independent of hue or lightness. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 13:30:44","2025-09-09 13:43:16","","145-158","","1","153","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\GE4DVCFZ\Pazda 等 - 2024 - Colorfulness influences perceptions of valence and arousal.pdf","","","Affective Valence; Color; Color Perception; Hue; Illumination; Photographs; Physiological Arousal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
