"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"I5K2KBXP","journalArticle","2024","Mönke, Franz W.; Lievens, Filip; Hess, Ursula; Schäpers, Philipp","00_Politics speak louder than skills: Political similarity effects in hireability judgments in multiparty contexts and the role of political interest","Journal of Applied Psychology","","1939-1854","10.1037/apl0001124","","Recruiters increasingly cybervet job applicants by checking their social media profiles. Theory (i.e., the political affiliation model, PAM) and research show that during cybervetting, recruiters are exposed to job-unrelated information such as political affiliation, which might trigger similarity-attraction effects and bias hireability judgments. However, as the PAM was developed in a more polarized two-party political system, it is pivotal to test and refine the PAM in a multiparty context. Therefore, we asked working professionals from the United States (two-party context, N = 266) and Germany (multiparty context, N = 747) to rate an applicant’s hireability after cybervetting a LinkedIn profile that was manipulated in a between-subjects design (party affiliation by individuating information). Key tenets of the PAM could be transferred to multiparty contexts: The political similarity-attraction effect predicted hireability judgments beyond job-related individuating information, especially regarding organizational citizenship behavior. In addition, in a multiparty context, these biasing effects of political similarity and liking were not attenuated. Yet, there were also differences: In a multiparty context, political similarity had to be operationalized in terms of political value similarity and recruiters’ political interest emerged as a significant moderator of the effects. So, this study refines the PAM by showing in multiparty contexts the importance of (a) a values-based perspective (instead of a behavioral political affiliation perspective) and (b) political interest (instead of identification). Accordingly, we provide a more nuanced understanding of when political affiliation similarity contributes to perceived overall similarity in affecting liking and hireability judgments in cybervetting. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:31:46","","1-12","","1","109","","","Politics speak louder than skills","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\K4M86MRK\Mönke 等 - 2024 - Politics speak louder than skills Political similarity effects in hireability judgments in multipar.pdf","","","Social Media; Judgment; Likability; Political Attitudes; Personnel Selection; Job Applicants; Political Processes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLZCKMHR","journalArticle","2024","Feng, Jie; Li, Junchao (Jason); Chen, Su; Rubenstein, Alex L.","05_From a spark to a sweeping fire: An integrative conceptual review of group turnover and a theoretical exploration of its development","Journal of Applied Psychology","","1939-1854","10.1037/apl0001118","","The phenomenon of group turnover has generated substantial yet disconnected scholarly interests. Despite valuable insights gained from the collective turnover literature as well as parallel research concerning related or coordinated quitting, a holistic understanding of the unique group turnover phenomenon is needed, both to synthesize existing research across multiple domains and disciplines and to kindle new inquiries regarding its dynamic nature and developmental process. To this end, we begin by conducting an integrative review of research relating to group turnover, reinterpreting it by identifying its common pathways as a function of varying triggers, temporal patterns, and departure destinations. We then leverage the groups literature to explicate group turnover’s self-reinforcing and dynamic nature and propose a three-dimensional Interdependence, Temporality, and Emergence (ITE) framework that accounts for its developmental process. Using this framework, we develop an illustrative set of propositions regarding how ITE-related group properties affect the extent to which individual departures might escalate into group turnover of a larger scale and faster speed. Our emphasis on groups as a unique unit of reference thus provides an important conceptual refinement and extension for understanding collective turnover—shifting from a static focus on aggregate exit (rates) to a dynamic focus on the often-coordinated, temporally evolving nature of multiple group member quit events. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:32:07","","13-38","","1","109","","","From a spark to a sweeping fire","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\IIIR6UL9\Feng 等 - 2024 - From a spark to a sweeping fire An integrative conceptual review of group turnover and a theoretica.pdf","","","Interdependence; Group Dynamics; Work Teams; Business Organizations; Group Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NMXMTR7","journalArticle","2024","Gabriel, Allison S.; Chawla, Nitya; Rosen, Christopher C.; Lee, Young Eun; Koopman, Joel; Wong, Elena M.","00_Who speaks up when harassment is in the air? A within-person investigation of ambient harassment and voice behavior at work","Journal of Applied Psychology","","1939-1854","10.1037/apl0001131","","It is clear that sexual harassment has a profound impact on the victims who are targets of these egregious behaviors. Comparably less is known, however, about how other members of the organization react affectively and behaviorally when these acts transpire, and who has stronger reactions to such events. In the current research, we draw from the sexual harassment and vicarious mistreatment literatures to develop a theoretical model that considers how bystanders react behaviorally to ambient harassment—the experience of overhearing sexist and disparaging gender-related comments without necessarily being the direct target of such remarks—by enacting various types of voice behaviors at work via feelings of fear and anger. We also explore whether certain work conditions—namely an organization’s tolerance for sexual harassment—attenuate such reactions, and how gender of the witness to ambient harassment may shape the effects. Across an experimental investigation (Study 1) and an experience sampling study (Study 2), we find that exposure to ambient harassment is positively related to feelings of fear and anger. In Study 2, we further unpack the differential behavioral consequences associated with ambient harassment, finding that while anger is positively related to voice after witnessing ambient harassment, fear negatively contributed to voice behaviors at work. Interestingly, these effects were further exacerbated for employees who worked in an organization tolerant of sexual harassment and for men (vs. women). Combined, our results shed light on how, and when, employees can feel empowered to enact voice behaviors after experiencing ambient harassment. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:32:27","","39-60","","1","109","","","Who speaks up when harassment is in the air?","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\G4TEB642\Gabriel 等 - 2024 - Who speaks up when harassment is in the air A within-person investigation of ambient harassment and.pdf","","","Anger; Employee Attitudes; Harassment; Sexual Harassment; Tolerance; Voice; Witnesses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTR3UT8A","journalArticle","2024","Hendricks, Jonathan L.; Hancock, Julie; Caldas, Miguel; Ostermeier, Kathryn; Cooper, Danielle","06_Moving on: Exploring the implications of leader departure and incoming temporary leaders for collective turnover and unit performance","Journal of Applied Psychology","","1939-1854","10.1037/apl0001120","","While leader departures from work units frequently occur within organizations and are assumed to negatively impact unit functioning, the collective reaction to a leader departure event can vary across time. While a common expectation of leader departure models is that the incoming leader is permanent, it is unclear how unit-level reactions, such as collective turnover and unit performance, might change over time in response to a departure event when the departing leader is replaced with a temporary leader. We draw on context emergent turnover (CET) theory and literature on leader departures to develop and empirically test specific hypotheses exploring relationships among leader departures, collective turnover, and unit performance over time. In addition, we examine the extent to which these relationships are influenced by the temporary status of the incoming leader. Using discontinuous growth models, we examine a longitudinal data set from 324 units within a large Latin American operation of a global direct sales company (N = 3,082 performance periods). Findings indicate that, after a leader departs, there is an immediate increase in collective turnover and that unit performance decreases over time. Further, when the incoming leader is temporary, unit performance increases briefly, but the rate of performance drops over time. Overall, our research offers insights with regard to how leader departures impact unit outcomes, as well as how long such effects last. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:35:55","","61-76","","1","109","","","Moving on","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\6ZWC72JI\Hendricks 等 - 2024 - Moving on Exploring the implications of leader departure and incoming temporary leaders for collect.pdf","","","Models; Job Performance; Leadership; Employee Turnover; Organizational Effectiveness; Personnel Recruitment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6DMYU3F","journalArticle","2024","Hardy III, Jay H.; Day, Eric Anthony; North, Maddison N.; Rockwood, Justine","00_Unpacking on-task effort in performance-based learning: Information–knowledge gaps guide effort allocation decisions","Journal of Applied Psychology","","1939-1854","10.1037/apl0001140","","Learning and adaptation are essential for success. However, human effort is inherently finite, which creates a dilemma for employees. Is it better to prioritize capitalizing on existing knowledge structures to maximize immediate performance benefits (exploitation) or develop adaptive capabilities (exploration) at the expense of short-term productivity? Understanding how employees answer this question can inform the design of evidence-based interventions for optimizing and sustaining learning amidst workplace challenges. In this article, we attempt to unpack the composition of on-task effort during performance-based learning by testing the proposition that the information–knowledge gap—a regulatory discrepancy between unknown aspects of a task and a person’s perceived competence in dealing with that task—is the psychological mechanism responsible for guiding effort-allocation decisions during performance-based learning. In Study 1, we found that larger information–knowledge gaps resulted in increased subsequent investments of on-task attention within a sample of adults learning to perform a complex task (N = 121). As participants learned, information–knowledge gaps systematically shrank, resulting in a reduced emphasis on learning-oriented effort (i.e., exploration) relative to achievement-oriented effort (i.e., exploitation) over time. In Study 2 (N = 176), a task-change paradigm revealed that introducing novel demands caused information–knowledge gaps to suddenly expand, which prompted participants to increase on-task effort and shift their focus away from achievement and back toward learning as an adaptive response. Collectively, these findings support the notion that information–knowledge gaps shape how (and when) on-task effort is spent and present a framework for understanding how learners strategically structure their limited attentional resources. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:36:37","","77-98","","1","109","","","Unpacking on-task effort in performance-based learning","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\GTTSW8QU\Hardy III 等 - 2024 - Unpacking on-task effort in performance-based learning Information–knowledge gaps guide effort allo.pdf","","","Learning; Decision Making; Information; Self-Regulation; Task; Knowledge Level; Job Performance; Resource Allocation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PI9XBKEJ","journalArticle","2024","Song, Yifan; Tu, Min-Hsuan; Fang, Yanran; Krishnan, Satish","00_Looking forward or backward: A temporal lens to disentangle adaptive and maladaptive reactions to daily goal-performance discrepancy","Journal of Applied Psychology","","1939-1854","10.1037/apl0001137","","The fast-changing work environment has created growing hindrances to employee daily goal pursuits and rendered it not uncommon for employees to leave work with unachieved daily work goals. The significant ramifications of unachieved goals on employee well-being and performance thus call for more research efforts to understand how employees respond to unsatisfactory goal progress (e.g., goal-performance discrepancy [GPD]). Interestingly, two paradoxical theoretical perspectives exist on this matter, with the self-regulation perspective suggesting an adaptive feedback loop (i.e., GPD on a given day eventually reduces next-day GPD), whereas the self-focused cognition perspective suggesting a maladaptive feedback loop (i.e., GPD on a given day eventually exacerbates next-day GPD). Taking a temporal lens to integrate these two perspectives, we conducted a daily diary study to map out the self-regulatory cognition mechanisms (i.e., anticipatory thinking) and self-focused cognition mechanisms (i.e., rumination) underlying the feedback loops, and identify employee temporal focus (future and past focuses) as critical cross-level boundary conditions to explain why some react to daily GPD adaptively, whereas others maladaptively. Based on 485 daily reports from 100 work professionals, we revealed that daily GPD at work resulted in reduced next-day GPD via increased after-work anticipatory thinking. Meanwhile, daily GPD also resulted in aggravated next-day GPD via increased after-work rumination. Moreover, employee future focus mitigated the maladaptive cycle, whereas employee past focus hindered the adaptive cycle. Our study thus provides important theoretical and empirical insights into employee goal-pursuit process. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:37:02","","99-114","","1","109","","","Looking forward or backward","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\ENXNU6VZ\Song 等 - 2024 - Looking forward or backward A temporal lens to disentangle adaptive and maladaptive reactions to da.pdf","","","Rumination (Cognitive Process); Feedback; Self-Regulation; Job Performance; Occupational Adjustment; Occupational Aspirations; Work Adjustment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR7JUATS","journalArticle","2024","Young, Henry R.; Scott, Brent A.; Ferris, D. Lance; Lee, Hun Whee; Awasty, Nikhil; Johnson, Russell E.","00_Distances and directions: An emotional journey into the recovery process","Journal of Applied Psychology","","1939-1854","10.1037/apl0001122","","Positive emotions stemming from leisure activities are often promoted as a way to achieve a state of recovery, in particular by counteracting negative emotions experienced throughout the workday. Yet the recovery literature frequently takes an undifferentiated view of both the positive emotions employees experience as well as the negative emotions employees are recovering from. This implicitly assumes that all positive emotions are equally effective in facilitating recovery from all negative emotions. Drawing from theory treating emotional movements as a metaphorical journey, we develop a framework for understanding recovery that highlights the importance of the distance and direction that individuals “travel” when moving from negative emotions to positive emotions during the recovery process. We argue that the negative emotions that people start with from work—that is, their emotional origin—as well as the positive emotions that people end with following leisure activities—that is, their emotional destination—jointly influence the state of being recovered. Across two studies using experience-sampling methodologies, we find that “shorter” journeys consisting of emotional destinations that match the activation level of emotional origins (e.g., experiencing high activation positive emotion [HAP] to counter high activation negative emotion) are effective in promoting recovery, while “longer” journeys consisting of mismatches (e.g., experiencing HAP to counter low activation negative emotion) are ineffective for recovery. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:38:31","","115-134","","1","109","","","Distances and directions","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\KWXNHC8F\Young 等 - 2024 - Distances and directions An emotional journey into the recovery process.pdf","","","Emotional Regulation; Negative Emotions; Positive Emotions; Employee Attitudes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XKB88HG","journalArticle","2024","Oreg, Shaul; Sverdlik, Noga; Paine, Jill W.; Seo, Myeong-Gu","00_Activation and valence in responses to organizational change: Development and validation of the change response circumplex scale","Journal of Applied Psychology","","1939-1854","10.1037/apl0001132","","Organizational members’ responses to organizational change have a key role in determining the success of the change. The predominant conceptualization of responses to change has focused on the valence of responses—the degree to which they are positive (e.g., openness to change) versus negative (e.g., resistance to change). Yet, recent theory suggests that rather than a single continuum, ranging from negative to positive, responses to change are better represented with a bidimensional framework including both a valence-based continuum and an activation-based continuum (active vs. passive; Oreg et al., 2018), comprising a change response circumplex. Based on this theoretical framework, we develop and validate a scale for measuring the four dimensions of the change response circumplex (i.e., change acceptance, change proactivity, change disengagement, change resistance). We conducted five studies in which we develop the scale and demonstrate its content validity (Study 1, N = 208), circumplex structure and construct validity (Study 2, N = 221; Study 3, N = 315), concurrent validity (Study 4, N = 588), and predictive validity (Study 5, N = 146). We also demonstrate the usefulness of distinguishing among the four responses for predicting the amount and types of feedback that change recipients provide, and show the particular value of active responses, above and beyond valence. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-18 14:30:57","2025-07-31 03:38:53","","135-155","","1","109","","","Activation and valence in responses to organizational change","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\YF4BASQQ\Oreg 等 - 2024 - Activation and valence in responses to organizational change Development and validation of the chan.pdf","","","Feedback; Test Construction; Responses; Employee Attitudes; Organizational and Occupational Measures; Organizational Change; Resistance; Test Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8QIY97P","journalArticle","2024","Khan, Ussama Ahmad; Patel, Charmi; Barnes, Christopher M.","00_A breath of toxic air: The relationship between appraised air pollution, abusive supervision, and laissez-faire leadership through the dual-mediating pathways of negative affect and somatic complaints","Journal of Applied Psychology","","1939-1854","10.1037/apl0001113","","Air pollution has become a global public health hazard leading to debilitating effects on physical, mental, and emotional health. Management research has just begun to explore the effects of air pollution on employees’ work life. Drawing from the transactional theory of stress (Lazarus & Folkman, 1984) and crossover theory (Westman, 2001), we argue that appraisal of air pollution is an important factor that influences leaders and their behavior with subordinates. Specifically, we propose that when leaders appraise severe air pollution, they are more likely to behave abusively toward their subordinates and engage in laissez-faire leadership. We also propose that this relationship is mediated by leaders’ experience of somatic complaints and negative affect. We test our model using an experience sampling study in India of leaders and followers who were located in different cities from each other. Overall, our results highlight how air pollution appraisals can harm not only the leader experiencing the pollution but also subordinates of those leaders. In other words, our counterintuitive finding is that subordinates may be harmed by air pollution to which they are not even directly exposed. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-18 14:31:46","2025-07-31 03:40:26","","157-168","","2","109","","","A breath of toxic air","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\P4HE8VA2\Khan 等 - 2024 - A breath of toxic air The relationship between appraised air pollution, abusive supervision, and la.pdf","","","Negative Emotions; Interpersonal Relationships; Leadership; Pollution; Professional Supervision; Somatization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GW2AVYE8","journalArticle","2024","Keating, David Joseph; Cullen-Lester, Kristin L.; Meuser, Jeremy D.","05_Virtual work conditions impact negative work behaviors via ambiguity, anonymity, and (un)accountability: An integrative review","Journal of Applied Psychology","","1939-1854","10.1037/apl0001126","","Negative work behavior (NWB) occurs with concerning frequency in virtual work environments. Despite their prevalence and a substantial, multidisciplinary research literature on virtual negative behaviors in general, we lack clear answers regarding if, how, and why conditions differentiating virtual (i.e., computer-mediated) from face-to-face (F2F) work impact perpetrators’, victims’, and bystanders’ involvement in NWB. These questions remain because of an assumed isomorphism (i.e., identical form) within the literature on NWB in F2F and virtual work. We explain why we cannot assume that what is known about perpetrator engagement, victim experience, and bystander intervention from studying F2F NWB applies uniformly to virtual negative work behavior (VNWB). Specifically, we identify how eight conditions of the virtual workplace facilitate three psychological enablers (i.e., ambiguity, anonymity, and (un)accountability) of perpetrators’, victims’, and bystanders’ involvement in VNWB. In doing so, this integrative conceptual review advances a coherent understanding of what is (un)known about VNWB, integrates fragmented theoretical literature, and guides practical intervention. Importantly, we identify limitations of existing research practices that threaten the validity and generalizability of empirical findings. If not addressed, these issues will continue to undermine theoretical development and empirical investigations of F2F NWB and VNWB. Finally, this review points to new areas of inquiry that will meaningfully advance the understanding of NWB in the modern, increasingly virtual workplace. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-18 14:31:46","2025-07-31 03:40:44","","169-201","","2","109","","","Virtual work conditions impact negative work behaviors via ambiguity, anonymity, and (un)accountability","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\CMGQTL3V\Keating 等 - 2024 - Virtual work conditions impact negative work behaviors via ambiguity, anonymity, and (un)accountabil.pdf","","","Virtual Reality; Accountability; Anonymity; Bystander Effect; Counterproductive Work Behavior; Work (Attitudes Toward); Working Conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
