"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3YA8BF5Q","journalArticle","2024","","10_Promoting reproduction and replication at scale","Nature Human Behaviour","","2397-3374","10.1038/s41562-024-01818-7","https://www.nature.com/articles/s41562-024-01818-7","Nature Human Behaviour is partnering with the Institute for Replication for the large-scale reproduction and replication of our published research.","2024-01","2025-09-03 20:44:49","2025-09-03 20:44:49","2025-08-17 09:58:18","1-1","","1","8","","Nat Hum Behav","","","","","","","","en","2024 Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","D:\soft\Zotero\保存目录\storage\SSHJKX87\2024 - Promoting reproduction and replication at scale.pdf","","","Behavioral Sciences; Neurosciences; Experimental Psychology; general; Life Sciences; Microeconomics; Personality and Social Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53JAI8JH","journalArticle","2024","Brodeur, Abel; Dreber, Anna; Hoces de la Guardia, Fernando; Miguel, Edward","11_Reproduction and replication at scale","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01807-2","https://www.nature.com/articles/s41562-023-01807-2","","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:26","2-3","","1","8","","Nat Hum Behav","","","","","","","","en","2024 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","","","","Science; technology and society; Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UA3GWTNU","journalArticle","2024","Aczel, Balazs","11_Why we need a ‘psychology of science’","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01786-4","https://www.nature.com/articles/s41562-023-01786-4","","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:33","4-5","","1","8","","Nat Hum Behav","","","","","","","","en","2023 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","","","","Psychology; Scientific community","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CSXPR3H","journalArticle","2024","Fejerman, Laura; Stern, Mariana C.","11_It is time to talk openly about menopause in academia","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01765-9","https://www.nature.com/articles/s41562-023-01765-9","","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:37","6-7","","1","8","","Nat Hum Behav","","","","","","","","en","2023 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","","","","Scientific community; Careers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMGLZLV6","journalArticle","2024","Zhang, Qingpeng","11_Online health communities provide important support in China","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01766-8","https://www.nature.com/articles/s41562-023-01766-8","Online health communities can provide valuable social support in China, writes Qingpeng Zhang. He argues that they offer benefits that artificial intelligence cannot match.","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:42","8-8","","1","8","","Nat Hum Behav","","","","","","","","en","2023 Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","D:\soft\Zotero\保存目录\storage\X4CT9VE5\Zhang - 2024 - Online health communities provide important support in China.pdf","","","Society; Complex networks; Health policy; Cultural and media studies; Developing world","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XWNKXZY","journalArticle","2024","Robalo Correia e Silva, Magda","11_Global agendas aim for equity but instead push people behind","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01778-4","https://www.nature.com/articles/s41562-023-01778-4","The Sustainable Development Goals promise to leave no one behind. Yet recent global actions have pushed disadvantaged groups further behind, writes Magda Robalo Correia e Silva.","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:47","9-10","","1","8","","Nat Hum Behav","","","","","","","","en","2024 Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","D:\soft\Zotero\保存目录\storage\FD4EJEZR\Robalo Correia e Silva - 2024 - Global agendas aim for equity but instead push people behind.pdf","","","Politics and international relations; Health care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAG3MI5Z","journalArticle","2024","Sirota, Miroslav; Habersaat, Katrine Bach; Betsch, Cornelia; Bonga, Daniela Lejla; Borek, Aleksandra; Buckel, Anica; Butler, Robb; Byrne-Davis, Lucie; Caudell, Mark; Charani, Esmita; Geiger, Mattis; Gross, Marina; Hart, Jo; Kostopoulou, Olga; Krockow, Eva M.; Likki, Tiina; Lo Fo Wong, Danilo; Santana, Ana P.; Sievert, Elisabeth D. C.; Theodoropoulou, Andriana; Thorpe, Alistair; Wanat, Marta; Böhm, Robert","11_We must harness the power of social and behavioural science against the growing pandemic of antimicrobial resistance","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01762-y","https://www.nature.com/articles/s41562-023-01762-y","Social and behavioural science offers a valuable toolkit for combating pandemics, but has not been broadly applied to tackle the rising pandemic of antimicrobial resistance.","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:51","11-13","","1","8","","Nat Hum Behav","","","","","","","","en","2023 Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","","","","Human behaviour; Infectious diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZSL6TFY","journalArticle","2024","Santos, Marcelo","11_Divisive issues can inform democracy","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01782-8","https://www.nature.com/articles/s41562-023-01782-8","Policy proposals with the most votes may not always be the most informative. A research paper now makes the case that divisive issues — those that receive much support but also much opposition — provide valuable information in democratic deliberative processes, as they help to detect relevant demands that would not emerge via agreement rankings.","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:55","14-15","","1","8","","Nat Hum Behav","","","","","","","","en","2023 Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","D:\soft\Zotero\保存目录\storage\BHLDSMRN\Santos - 2024 - Divisive issues can inform democracy.pdf","","","Politics and international relations; Science; technology and society; Social policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQ8CBDTR","journalArticle","2024","","11_Weighing the risks and benefits of screen time for children","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01713-7","https://www.nature.com/articles/s41562-023-01713-7","As screen time becomes more and more present in the lives of children, parents need the best information to help to guide their decisions. By collating all of the meta-analytic evidence from across the field, we hope to provide that evidence.","2024-01","2025-09-03 20:44:50","2025-09-03 20:44:50","2025-08-17 09:58:59","16-17","","1","8","","Nat Hum Behav","","","","","","","","en","2023 Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","D:\soft\Zotero\保存目录\storage\2ECDAA84\2024 - Weighing the risks and benefits of screen time for children.pdf","","","Education; Human behaviour; Risk factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRDSDLEU","journalArticle","2024","","11_Post-pandemic acceleration of demand for interpersonal skills","Nature Human Behaviour","","2397-3374","10.1038/s41562-023-01790-8","https://www.nature.com/articles/s41562-023-01790-8","Aggregate demand for interpersonal skills in the Australian labour market has accelerated since the onset of the COVID-19 pandemic. Further, there has been a high degree of complementarity between remote work and demand for interpersonal skills during this period.","2024-01","2025-09-03 20:44:51","2025-09-03 20:44:51","2025-08-17 09:59:03","18-19","","1","8","","Nat Hum Behav","","","","","","","","en","2024 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","Publisher: Nature Publishing Group","","D:\soft\Zotero\保存目录\storage\AG44IV5W\2024 - 12_Post-pandemic acceleration of demand for interpersonal skills.pdf","","","Economics; Business and management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
