"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S4LH3UCZ","journalArticle","2024","Purpura, David J.; O'Rear, Connor D.; Ellis, Alexa; Logan, Jessica A. R.; Westerberg, Lauren; Ehrman, Patrick; King, Yemimah A.; Vander Tuin, Mackenna; Nordgren, Inga; Anderson, Kirsten; Cosso, Jimena; Zippert, Erica; Napoli, Amy R.; Hornburg, Caroline Byrd; Schmitt, Sara A.; Dobbs-Oates, Jennifer","00_Unique and combined effects of quantitative mathematical language and numeracy instruction within a picture book intervention: A registered report","Journal of Educational Psychology","","1939-2176","10.1037/edu0000820","","Children’s early understanding of mathematics provides a foundation for later success in school. Identifying ways to enhance mathematical instruction is crucial to understanding the ideal ways to promote academic success. Previous work has identified mathematical language (i.e., the words and concepts related to early mathematical development such as more, same, or similar) as a key mechanism that can be targeted to improve children’s development of early numeracy skills (e.g., counting, cardinality, and addition). Current recommendations suggest a combination of numeracy instruction and quantitative language instruction to promote numeracy skills. However, there is limited direct support of this recommendation. The goal of the proposed study is to compare the unique and combined effects of each type of instruction on children’s numeracy skills in the context of picture book reading. We randomly assigned 234 children (ages 3–5) to one of four conditions where they worked with trained project staff who read picture books targeting: (a) quantitative language only (e.g., more or less), (b) numeracy only (e.g., cardinality, addition), (c) combined [quantitative language + numeracy], or (d) nonnumerical (active control) picture books. Results revealed no significant effects of the quantitative language only or numeracy only conditions, but mixed effects of the combined condition. These findings indicate that more work is needed on how mathematical language and numeracy instruction should best be delivered to preschool children. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:26:55","","1-19","","1","116","","","Unique and combined effects of quantitative mathematical language and numeracy instruction within a picture book intervention","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\59EEG5ZG\Purpura 等 - 2024 - Unique and combined effects of quantitative mathematical language and numeracy instruction within a.pdf","","","Language; Preschool Students; Mathematical Ability; Reading; School Based Intervention; Performance; Books; Teaching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZQLLW6X","journalArticle","2024","Jang, Hye-Ryen; Basarkod, Geetanjali; Reeve, Johnmarshall; Marsh, Herbert W.; Cheon, Sung Hyeon; Guo, Jiesi","00_Longitudinal reciprocal effects of agentic engagement and autonomy support: Between- and within-person perspectives","Journal of Educational Psychology","","1939-2176","10.1037/edu0000815","","Autonomy-supportive teachers energize students’ agency and initiative. However, few studies consider whether agentically engaged students energize more autonomy-supporting teachers. We asked 2,908 middle and high school students in physical education courses to report their agentic engagement and the autonomy supportiveness of their teachers. Data were collected at four time points over one academic year. We tested two reciprocal effects models relating student perceptions of autonomy-supportive teaching and their agentic engagement: a between-person cross-lag-panel model (CLPM) and a within-person CLPM with random intercept. Both models supported the bidirectional reciprocal relations between perceived autonomy-supportive teaching and agentic engagement. Based on student perceptions, prior agentic engagement led to increased autonomy-supportive teaching and prior autonomy-supportive teaching led to greater agentic engagement. We discuss the practical implications of these findings for classroom research and recommend teachers to inform students early in the school year that they will welcome students’ input and initiatives. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:26:50","","20-35","","1","116","","","Longitudinal reciprocal effects of agentic engagement and autonomy support","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\ZEUG2BY7\Jang 等 - 2024 - Longitudinal reciprocal effects of agentic engagement and autonomy support Between- and within-pers.pdf","","","Agency; Teachers; Middle School Students; Autonomy; Student Attitudes; High School Students; Perceived Social Support; Student Engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IX2654C6","journalArticle","2024","Sosin, Anne; Kramer, Andrea C.; Neubauer, Andreas B.","00_Week-to-week fluctuations in autonomous study motivation: Links to need fulfillment and affective well-being","Journal of Educational Psychology","","1939-2176","10.1037/edu0000811","","Autonomous motivation for self-set goals (pursuing goals for more intrinsic and less extrinsic reasons) has been linked to affective well-being. Using intensive longitudinal data, the present article examines the link between university students’ autonomous study motivation with affective well-being and targets fulfillment of the basic psychological needs as a potential mediating factor of this association on the within-person and the between-person level. University students in Germany (N = 488) completed an online questionnaire once a week over up to two semesters, indicating their weekly study motivation, need fulfillment, and affective well-being. Multilevel structural equation models were employed to target (a) the structure of autonomous study motivation and (b) the associations of autonomous study motivation with need fulfillment and affective well-being. Autonomous study motivation was associated with students’ positive and negative affect on both levels. In line with predictions by self-determination theory, multilevel mediation models suggested indirect effects via need fulfillment on both levels. Results highlight the central role of autonomous study motivation and need fulfillment in university students’ socioemotional adjustment. A better understanding of this socioemotional adjustment of university students may be an important step for increasing overall study satisfaction and developing interventions to reduce study dropout. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:26:45","","36-47","","1","116","","","Week-to-week fluctuations in autonomous study motivation","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\EHQ3RK7Y\Sosin 等 - 2024 - Week-to-week fluctuations in autonomous study motivation Links to need fulfillment and affective we.pdf","","","Well Being; Autonomy; College Students; Adjustment; Academic Achievement Motivation; Need Satisfaction; Psychological Needs; Role Satisfaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BK6HQK46","journalArticle","2024","Wong, Zi Yang; Liem, Gregory Arief D.; Chan, Melvin; Datu, Jesus Alfonso D.","03_Student engagement and its association with academic achievement and subjective well-being: A systematic review and meta-analysis","Journal of Educational Psychology","","1939-2176","10.1037/edu0000833","","The purpose of this systematic review and meta-analysis is twofold: (a) to understand how the three key student engagement dimensions (i.e., affective, behavioral, and cognitive) have been conceptualized, operationalized, and measured by researchers in the field and (b) to examine the extent to which the construct, its dimensions, and subtypes are associated with academic achievement and subjective well-being (SWB). Effect sizes and other information (e.g., engagement measures) were retrieved from 137 studies involving 158,510 participants. The systematic review showed that the three engagement dimensions could be further distinguished into seven conceptually distinct engagement subtypes. Metaregression with robust variance estimation revealed that student engagement has a large average correlation with academic achievement (r = .33) and SWB (r = .35). Upon closer inspection, academic achievement has the strongest association with behavioral engagement (r = .39), followed by cognitive (r = .31) and affective (r = .26) engagement. SWB, in contrast, was most closely related to affective engagement (r = .40), followed by cognitive (r = .35) and behavioral (r = .31) engagement. Further analyses indicated that the magnitude of these effect sizes was moderated by the ways affective, behavioral, and cognitive engagement were operationalized in the primary studies, as well as other factors like the informant source of engagement and type of achievement measure used. While the present study showed that student engagement was positively associated with desirable student outcomes, it also illustrated how student engagement is, at the current point in time, overgeneralized and in dire need of conceptual refinement. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:26:40","","48-75","","1","116","","","Student engagement and its association with academic achievement and subjective well-being","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\NU54UYR5\Wong 等 - 2024 - Student engagement and its association with academic achievement and subjective well-being A system.pdf","","","Cognition; Academic Achievement; Behavior; Student Engagement; Subjective Well Being","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKYHFCFM","journalArticle","2024","Greene, Jeffrey A.; Hollander-Blackmon, Christina; Kirk, Eric A.; Deekens, Victor M.","00_What are they thinking? Exploring college students’ mental processing and decision making about COVID-19 (mis)information on social media","Journal of Educational Psychology","","1939-2176","10.1037/edu0000842","","More and more, people are abandoning the active pursuit of news, assuming instead that important information will be pushed to them via their social media networks. This approach to news makes people susceptible to the vast amounts of misinformation online, yet research on the effects of this kind of engagement is mixed. More research is needed on technology incidental learning effects, defined as changes in knowledge, attitudes, beliefs, and behaviors as a result of being exposed to information while pursuing goals other than learning (e.g., entertainment). In this study, we examined how 51 college students responded to incidental exposure to accurate and inaccurate COVID-19 information delivered via a simulated social media environment. Participants’ verbalizations during think-aloud protocols indicated numerous mental processes including cognition, metacognition, epistemic cognition, motivation, and emotions. Positively valanced mental processing was more often expressed with accurate COVID-19 information and negatively valanced mental processing was more often verbalized with misinformation. Negatively valanced evaluations of knowledge claims and sources predicted less engagement with COVID-19 misinformation posts. However, in many cases the relations among verbalized mental processing and behavioral responses were complex or nonobvious. For example, participants’ positive metacognition and epistemic cognition verbalizations decreased their likelihood of engaging with accurate COVID-19 information, whereas positive interest was associated with an increased likelihood of engaging with misinformation. Our findings have implications for how to accurately infer people’s beliefs and intentions from their social media behaviors and how to design interventions to help people be more active and thoughtful consumers of online information. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:30:34","","76-101","","1","116","","","What are they thinking?","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\9BL3A44H\Greene 等 - 2024 - What are they thinking Exploring college students’ mental processing and decision making about COVI.pdf","","","Epistemology; COVID-19; Metacognition; Social Media; Oral Communication; Misinformation; Incidental Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NMDU9UP","journalArticle","2024","Su, Pumpki Lei; Rojas, Raúl; de Villiers, Jill; Golinkoff, Roberta; Iglesias, Aquiles","00_Receptive dual-language profiles in Spanish–English bilingual preschoolers","Journal of Educational Psychology","","1939-2176","10.1037/edu0000816","","Bilingual children demonstrate varying levels of proficiency in each of the two languages to which they are exposed. Even though it is widely acknowledged that bilingual children are not a homogenous group, existing studies on dual-language profiles in bilingual children have focused on expressive language profiles. In this study, we used the normative data from the Quick Interactive Language Screener: English–Spanish (QUILS:ES; de Villiers et al., 2021; Iglesias et al., 2021) and latent profile analysis to identify dual-language profiles in receptive language skills in a large sample of Spanish–English bilingual preschoolers. We also examined demographic, dual-language experience, and home literacy environment factors that contributed to receptive dual-language profile membership. The optimal model represents a three-profile solution, including a balanced-low profile, an English-dominant average profile, and a balanced-high profile. Comparing participants’ profile membership against their age and risk status for language impairment based on the QUILS:ES screening results, we found that while being in an older age group significantly increases a child’s likelihood of being in a balanced-high profile, an older child displaying a balanced-low profile is at a higher risk for language impairment. Age, socioeconomic status, and home literacy environment factors were found to be associated with strong dual-language skills, whereas (relative) dual-language experience did not predict profile membership. Together, these findings extend previous work that examined the heterogeneity within Spanish–English bilingual children by demonstrating substantial variability in their receptive language skills and providing insights into malleable factors that may be targeted to support dual-language development. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:30:28","","102-122","","1","116","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\RJRU9343\Su 等 - 2024 - Receptive dual-language profiles in Spanish–English bilingual preschoolers.pdf","","","Risk Factors; Childhood Development; Bilingualism; Preschool Students; Profiles (Measurement); Membership; Literacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBIKBX2S","journalArticle","2024","López, Lisa M.; Foster, Matthew E.; Sutter, Shaunacy; Nylund-Gibson, Karen; Arch, Dina A. N.","00_Subgroups within a heterogeneous population: Considering contextual factors that influence the formation of dual language learner profiles in head start","Journal of Educational Psychology","","1939-2176","10.1037/edu0000825","","Emerging research suggests English and Spanish proficiencies of young Latine dual language learners (DLLs) are heterogeneous, including subgroups characterized by varying levels of English and Spanish dominance and proficiencies. However, there is limited understanding of contextual factors associated with the formation of DLL profiles. This study extends previous work by examining within-group variability in Spanish–English speaking DLLs’ (n = 330) cognitive, linguistic, literacy, and math skills at the end of prekindergarten (M = 5.09 years old), their family (n = 313) characteristics, and their classrooms (n = 84). Using latent profile analysis, we identified four profiles of DLLs (English dominant, balanced average, Spanish dominant, emerging bilinguals), four profiles of parents (low parent education, high mother education, high parent education, high father education), and two profiles of classrooms (teachers with high education with high training and teachers with low education with low training). In general, the balanced average child profile outperformed the other child profiles in English and Spanish, and their norm-referenced standard scores provide additional evidence that bilingual development is not associated with educational risk. There was not a statistically significant correspondence between the parent and child profiles; however, the correspondence between the teacher and child profiles suggests that over half of the children taught by teachers with high education and training are in balanced average or Spanish-dominant profiles. A larger proportion of DLLs in the emerging-bilingual profile are in classrooms with teachers characterized by low education and little professional development as compared to the other three profiles. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:30:19","","123-138","","1","116","","","Subgroups within a heterogeneous population","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\GINRD2IC\López 等 - 2024 - Subgroups within a heterogeneous population Considering contextual factors that influence the forma.pdf","","","Bilingualism; Teachers; Language Proficiency; Education; Profiles (Measurement); Parent Training; Project Head Start","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QU9DGJAN","journalArticle","2024","Shen, Ye; Goodrich, J. Marc","00_Cross-linguistic influence of early Spanish reading on English reading trajectories among Spanish–English emergent bilinguals: A latent class growth analysis","Journal of Educational Psychology","","1939-2176","10.1037/edu0000824","","Spanish-speaking students constitute the largest subgroup of emergent bilingual (EB) students in the United States. Using longitudinal data on a nationally representative sample of Spanish–English EBs, we explore profiles of English reading trajectories and how early individual differences (i.e., early Spanish reading and English oral proficiency) influence English reading development. Latent class growth analysis revealed five distinct growth trajectories of English reading scores across elementary grades. Results showed a fan-spread effect, indicating that children with higher mean reading scores in kindergarten also had faster growth in English reading from kindergarten to Grade 5. Results also showed that children with high early Spanish reading were more likely to be a member of the classes with the highest initial English reading scores and fastest growth rates. However, kindergarten English oral proficiency was not related to trajectories of English reading. Our findings highlight that early Spanish reading skill is an important factor in identifying EB children who may be at risk for reading difficulties later in elementary school. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-19 10:20:54","2025-09-08 13:30:13","","139-152","","1","116","","","Cross-linguistic influence of early Spanish reading on English reading trajectories among Spanish–English emergent bilinguals","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\GNUXL3H4\Shen和Goodrich - 2024 - Cross-linguistic influence of early Spanish reading on English reading trajectories among Spanish–En.pdf","","","Bilingualism; Language Proficiency; Elementary School Students; Reading; Students; Kindergartens; Oral Reading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46JJ2RQQ","journalArticle","2024","Salmerón, Ladislao; Altamura, Lidia; Delgado, Pablo; Karagiorgi, Anastasia; Vargas, Cristina","03_Reading comprehension on handheld devices versus on paper: A narrative review and meta-analysis of the medium effect and its moderators","Journal of Educational Psychology","","1939-2176","10.1037/edu0000830","","As handheld devices, such as tablets, become a common tool in schools, a critical and urgent question for the research community is to assess their potential impact on educational outcomes. Previous meta-analytic research has evidenced the “screen inferiority effect”: Readers tend to understand texts slightly worse when reading on-screen than when reading the same text in print. Most primary studies from those meta-analyses used computers as on-screen reading devices. Accordingly, the extent to which handheld devices, which provide a reading experience closer to books than computers, are affected by the screen inferiority effect remains an open question. To address this issue, we reviewed relevant literature regarding potential moderating factors for the screen inferiority effect through the lenses of the reading for understanding framework. We then performed two meta-analyses aimed at examining the differences in reading comprehension when reading on handheld devices, as compared to print. Results from the two multilevel random-effect meta-analyses, which included primary studies that used either between-participant (k = 38, g = −0.113) or within-participant (k = 21, g = −0.103) designs, consistently showed a significant small size effect favoring print text comprehension. Moderator analyses helped to partially clarify the results, indicating in some cases a higher screen inferiority effect for undergraduate students (as compared to primary and secondary school students) and for participants who were assessed individually (as opposed to in groups). We discuss the need to continue fostering print reading in schools while developing effective ways to incorporate handheld devices for reading purposes. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2024","2025-07-19 10:22:21","2025-09-08 13:30:07","","153-172","","2","116","","","Reading comprehension on handheld devices versus on paper","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\UYBI286M\Salmerón 等 - 2024 - Reading comprehension on handheld devices versus on paper A narrative review and meta-analysis of t.pdf","","","Reading; Reading Comprehension; Computers; Mobile Devices; Tablet Computers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYWNUJGK","journalArticle","2024","Mesghina, Almaz; Vollman, Elayne; Trezise, Kelly; Richland, Lindsey Engle","00_Worked examples moderate the effect of math learning anxiety on children’s math learning and engagement during the COVID-19 pandemic","Journal of Educational Psychology","","1939-2176","10.1037/edu0000795","","We investigated whether worked examples could be used to reduce cognitive load on mathematics learners who may have reduced available cognitive resources due to experiencing anxiety or excess stress. Across 2 days, 280 fifth-grade students learned from a difficult lesson on ratio, half of whom reviewed worked examples at key problem-solving opportunities during instruction. We also measured two sources of students’ worry during learning: math anxiety and worries about learning during the pandemic. We explored the attentional and affective effects of worked examples and worries in addition to their effects on learning. Results suggest that math anxiety, but not pandemic learning worries, negatively predicted procedural and conceptual learning from the lesson. In line with previous research and cognitive load theory, math anxiety also predicted greater mind wandering during testing and lower situational interest during learning. Critically, reviewing worked examples during learning mitigated these effects on learning and engagement. Pandemic-related learning worries were unrelated to learning outcomes but did predict affective and motivational outcomes. Educational implications are discussed. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","2024","2025-07-19 10:22:21","2025-09-09 04:04:36","","173-194","","2","116","","","","","","","","","","en-US","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association","","D:\soft\Zotero\保存目录\storage\ZPZ6EZQ2\Mesghina 等 - 2024 - Worked examples moderate the effect of math learning anxiety on children’s math learning and engagem.pdf","","","COVID-19; Pandemics; Learning; Mathematics; Mathematics Anxiety; School Learning; Mind Wandering; Student Engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
