"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DA4HZ574","journalArticle","2024","Bauer, Patricia J.","10_Attention to Authenticity: An Essential Analogue to Focus on Rigor and Replicability","Psychological Science","","0956-7976","10.1177/09567976231220895","https://doi.org/10.1177/09567976231220895","","2024-01-01","2025-07-15 02:46:57","2025-09-09 16:05:57","2025-07-15 02:46:41","3-6","","1","35","","Psychol Sci","Attention to Authenticity","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\Z5IE8JAH\Bauer - 2024 - Attention to Authenticity An Essential Analogue to Focus on Rigor and Replicability.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2U3GTGQQ","journalArticle","2024","Bhargava, Saurabh","00_Experienced Love: An Empirical Account","Psychological Science","","0956-7976","10.1177/09567976231211267","https://doi.org/10.1177/09567976231211267","This article presents new evidence on the prevalence, dynamics, and hedonic correlates of experienced love from data describing the emotion, well-being, and time use of a diverse sample of 3,867 U.S. adults every half hour for 10 days (N = 1.12 million) supplemented by a hedonic snapshot of an additional 7,255 adults. The findings allude to the seemingly functional and adaptive nature of love and to similarities across binary gender—men and women reported comparable degrees of (passionate) partner love overall, elevated partner love after prolonged same-day separations, substantially elevated well-being in love’s presence, and reduced (but not extinguished) partner love in mature marital cohorts. The gender differences that were found—women reported more child love than men, and men exhibited a less pronounced reduction in partner love across cohorts—are also consistent with functional accounts of love that recognize the varying role of men and women in the formation and sustenance of relationships.","2024-01-01","2025-07-15 02:46:57","2025-09-09 16:07:07","2025-07-15 02:46:43","7-20","","1","35","","Psychol Sci","Experienced Love","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\NJATVFH9\Bhargava - 2024 - Experienced Love An Empirical Account.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LF7URFSB","journalArticle","2024","Hong, Youngki; Chua, Kao-Wei; Freeman, Jonathan B.","00_Reducing Facial Stereotype Bias in Consequential Social Judgments: Intervention Success With White Male Faces","Psychological Science","","0956-7976","10.1177/09567976231215238","https://doi.org/10.1177/09567976231215238","Initial impressions of others based on facial appearances are often inaccurate yet can lead to dire outcomes. Across four studies, adult participants underwent a counterstereotype training to reduce their reliance on facial appearance in consequential social judgments of White male faces. In Studies 1 and 2, trustworthiness and sentencing judgments among control participants predicted whether real-world inmates were sentenced to death versus life in prison, but these relationships were diminished among trained participants. In Study 3, a sequential priming paradigm demonstrated that the training was able to abolish the relationship between even automatically and implicitly perceived trustworthiness and the inmates’ life-or-death sentences. Study 4 extended these results to realistic decision-making, showing that training reduced the impact of facial trustworthiness on sentencing decisions even in the presence of decision-relevant information. Overall, our findings suggest that a counterstereotype intervention can mitigate the potentially harmful effects of relying on facial appearance in consequential social judgments.","2024-01-01","2025-07-15 02:46:57","2025-09-10 05:31:52","2025-07-15 02:46:45","21-33","","1","35","","Psychol Sci","Reducing Facial Stereotype Bias in Consequential Social Judgments","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\UXYQ4HB3\Hong 等 - 2024 - Reducing Facial Stereotype Bias in Consequential Social Judgments Intervention Success With White M.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXSZX8UI","journalArticle","2024","Kathios, Nicholas; Sachs, Matthew E.; Zhang, Euan; Ou, Yongtian; Loui, Psyche","00_Generating New Musical Preferences From Multilevel Mapping of Predictions to Reward","Psychological Science","","0956-7976","10.1177/09567976231214185","https://doi.org/10.1177/09567976231214185","Much of what we know and love about music hinges on our ability to make successful predictions, which appears to be an intrinsically rewarding process. Yet the exact process by which learned predictions become pleasurable is unclear. Here we created novel melodies in an alternative scale different from any established musical culture to show how musical preference is generated de novo. Across nine studies (n = 1,185), adult participants learned to like more frequently presented items that adhered to this rapidly learned structure, suggesting that exposure and prediction errors both affected self-report liking ratings. Learning trajectories varied by music-reward sensitivity but were similar for U.S. and Chinese participants. Furthermore, functional MRI activity in auditory areas reflected prediction errors, whereas functional connectivity between auditory and medial prefrontal regions reflected both exposure and prediction errors. Collectively, results support predictive coding as a cognitive mechanism by which new musical sounds become rewarding.","2024-01-01","2025-07-15 02:46:57","2025-09-10 05:31:48","2025-07-15 02:46:49","34-54","","1","35","","Psychol Sci","","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\2WNJ9C6Q\Kathios 等 - 2024 - Generating New Musical Preferences From Multilevel Mapping of Predictions to Reward.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I29MHGLQ","journalArticle","2024","Cornell, Charlotte A.; Norman, Kenneth A.; Griffiths, Thomas L.; Zhang, Qiong","00_Improving Memory Search Through Model-Based Cue Selection","Psychological Science","","0956-7976","10.1177/09567976231215298","https://doi.org/10.1177/09567976231215298","We often use cues from our environment when we get stuck searching our memories, but prior research has failed to show benefits of cuing with other, randomly selected list items during memory search. What accounts for this discrepancy? We proposed that cues’ content critically determines their effectiveness and sought to select the right cues by building a computational model of how cues affect memory search. Participants (N = 195 young adults from the United States) recalled significantly more items when receiving our model’s best (vs. worst) cue. Our model provides an account of why some cues better aid recall: Effective cues activate contexts most similar to the remaining items’ contexts, facilitating recall in an unsearched area of memory. We discuss our contributions in relation to prominent theories about the effect of external cues.","2024-01-01","2025-07-15 02:46:57","2025-09-10 05:31:45","2025-07-15 02:46:51","55-71","","1","35","","Psychol Sci","","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\AQ926NCN\Cornell 等 - 2024 - Improving Memory Search Through Model-Based Cue Selection.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMQ5NFWN","journalArticle","2024","Semin, Gün R.; DePhillips, Michael; Gomes, Nuno","00_Investigating Inattentional Blindness Through the Lens of Fear Chemosignals","Psychological Science","","0956-7976","10.1177/09567976231213572","https://doi.org/10.1177/09567976231213572","Inattentional blindness is a phenomenon wherein people fail to perceive obvious stimuli within their vision, sometimes leading to dramatic consequences. Research on the effects of fear chemosignals suggests that they facilitate receivers’ sensory acquisition. We aimed to examine the interplay between these phenomena, investigating whether exposure to fear chemosignals (vs. rest body odors) can reduce the inattentional-blindness handicap. Utilizing a virtual-reality aquarium, we asked participants to count how many morsels a school of fish consumed while two unexpected stimuli swam by. We predicted that participants exposed to fear chemosignals (N = 131) would detect unexpected stimuli significantly more often than participants exposed to rest body odors (N = 125). All participants were adult Portuguese university students aged 18 to 40 years. The results confirmed our hypothesis, χ2(1) = 6.10, p = .014, revealing that exposure to fear chemosignals significantly increased the detection of unexpected stimuli by about 10%. The implications of our findings open a novel avenue for reducing the adverse consequences of inattentional blindness.","2024-01-01","2025-07-15 02:46:57","2025-09-10 05:31:41","2025-07-15 02:46:53","72-81","","1","35","","Psychol Sci","","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\YXHIQGB7\Semin 等 - 2024 - Investigating Inattentional Blindness Through the Lens of Fear Chemosignals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MWYV42T","journalArticle","2024","Siev, Joseph J.; Teeny, Jacob D.","00_Personal Misconduct Elicits Harsher Professional Consequences for Artists (vs. Scientists): A Moral-Decoupling Process","Psychological Science","","0956-7976","10.1177/09567976231214739","https://doi.org/10.1177/09567976231214739","Recent years have brought increased accountability for personal misconduct, yet often, unequal consequences have resulted from similar offenses. Findings from a unique archival data set (N = 619; all university faculty) and three preregistered experiments (N = 2,594) show that the perceived artistic-versus-scientific nature of the offender’s professional contributions influences the professional punishment received. In Study 1, analysis of four decades of university sexual-misconduct cases reveals that faculty in artistic (vs. scientific) fields have on average received more severe professional consequences. Study 2 demonstrates this experimentally, offering mediational evidence that greater difficulty morally decoupling art (vs. science) contributes to the phenomenon. Study 3 provides further evidence for this mechanism through experimental moderation. Finally, Study 4 shows that merely framing an individual’s work as artistic versus scientific results in replication of these effects. Several potential alternative mechanisms to moral decoupling are tested but not supported. Practical and theoretical implications are discussed.","2024-01-01","2025-07-15 02:46:57","2025-09-10 05:31:37","2025-07-15 02:46:55","82-92","","1","35","","Psychol Sci","Personal Misconduct Elicits Harsher Professional Consequences for Artists (vs. Scientists)","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\I2EGBRC7\Siev和Teeny - 2024 - Personal Misconduct Elicits Harsher Professional Consequences for Artists (vs. Scientists) A Moral-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDAEVYVP","journalArticle","2024","Sobel, David M.; Kamper, David G.; Song, Joo-Hyun","00_Distinct Inhibitory-Control Processes Underlie Children’s Judgments of Fairness","Psychological Science","","0956-7976","10.1177/09567976231217420","https://doi.org/10.1177/09567976231217420","We examined how 5- to 8-year-olds (N = 51; Mage = 83 months; 27 female, 24 male; 69% White, 12% Black/African American, 8% Asian/Asian American, 6% Hispanic, 6% not reported) and adults (N = 18; Mage = 20.13 years; 11 female, 7 male) accepted or rejected different distributions of resources between themselves and others. We used a reach-tracking method to track finger movement in 3D space over time. This allowed us to dissociate two inhibitory processes. One involved pausing motor responses to detect conflict between observed information and how participants thought resources should be divided; the other involved resolving the conflict between the response and the alternative. Reasoning about disadvantageous inequities involved more of the first system, and this was stable across development. Reasoning about advantageous inequities involved more of the second system and showed more of a developmental progression. Generally, reach tracking offers an on-line measure of inhibitory control for the study of cognition.","2024-01-01","2025-07-15 02:46:57","2025-09-10 05:31:33","2025-07-15 02:46:57","93-107","","1","35","","Psychol Sci","","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\3ZP92Q6C\Sobel 等 - 2024 - Distinct Inhibitory-Control Processes Underlie Children’s Judgments of Fairness.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5E6RHLH","journalArticle","2024","Merrell, Wilson N.; Choi, Soyeon; Ackerman, Joshua M.","00_When and Why People Conceal Infectious Disease","Psychological Science","","0956-7976","10.1177/09567976231221990","https://doi.org/10.1177/09567976231221990","People sick with infectious illnesses face negative social outcomes, like exclusion, and may take steps to conceal their illnesses from others. In 10 studies of past, current, and projected illness, we examined the prevalence and predictors of infection concealment in adult samples of U.S. university students, health-care employees, and online crowdsourced workers (total N = 4,110). About 75% reported concealing illness in interpersonal interactions, possibly placing others in harm’s way. Concealment motives were largely social (e.g., wanting to attend events like parties) and achievement oriented (e.g., completing work objectives). Disease characteristics, including potential harm and illness immediacy, also influenced concealment decisions. People imagining harmful (vs. mild) infections concealed illness less frequently, whereas participants who were actually sick concealed frequently regardless of illness harm, suggesting state-specific biases underlying concealment decisions. Disease concealment appears to be a widely prevalent behavior by which concealers trade off risks to others in favor of their own goals, creating potentially important public-health consequences.","2024-03-01","2025-07-15 03:06:51","2025-09-10 13:51:54","2025-07-15 03:06:22","215-225","","3","35","","Psychol Sci","","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\RMLJ3X8A\Merrell 等 - 2024 - When and Why People Conceal Infectious Disease.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5GEDEQI","journalArticle","2024","Binning, Kevin R.; Doucette, Danny; Conrique, Beverly G.; Singh, Chandralekha","00_Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Psychological Science","","0956-7976","10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534","Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","2024-03-01","2025-07-15 03:06:51","2025-09-10 13:52:04","2025-07-15 03:06:34","226-238","","3","35","","Psychol Sci","Unlocking the Benefits of Gender Diversity","","","","","","","EN","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","D:\soft\Zotero\保存目录\storage\VJ7D37ZH\Binning 等 - 2024 - Unlocking the Benefits of Gender Diversity How an Ecological-Belonging Intervention Enhances Perfor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
